Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
05/05/2026 00:00,59TH STREET_GT_1,24138,34.95,1.11,-21.45
05/05/2026 00:00,74TH STREET_GT_1,24260,34.93,1.10,-21.45
05/05/2026 00:00,74TH STREET_GT_2,24261,34.93,1.10,-21.45
05/05/2026 00:00,ADK HUDSON___FALLS,24011,38.39,0.83,-25.18
05/05/2026 00:00,ADK RESOURCE___RCVRY,23798,38.46,0.89,-25.19
05/05/2026 00:00,ADK S GLENS___FALLS,24028,38.39,0.83,-25.18
05/05/2026 00:00,ADK_NYS___DAM,23527,37.78,0.76,-24.64
05/05/2026 00:00,AIR_PRODUCTS___DRP,24190,37.20,0.30,-24.52
05/05/2026 00:00,AKWESSNE_115KV_BK,355683,12.09,-0.30,0.00
05/05/2026 00:00,ALBANY_1_SOLAR,323833,37.16,0.50,-24.27
05/05/2026 00:00,ALBANY_2_SOLAR,323834,37.16,0.50,-24.27
05/05/2026 00:00,ALBANY___1,23571,37.20,0.30,-24.52
05/05/2026 00:00,ALBANY___2,23572,37.20,0.30,-24.52
05/05/2026 00:00,ALBANY___3,23573,37.20,0.30,-24.52
05/05/2026 00:00,ALBANY___4,23574,37.20,0.30,-24.52
05/05/2026 00:00,ALBANY___LFGE,323615,37.50,0.41,-24.71
05/05/2026 00:00,ALCOA_PA_115KV_PL-6C,55860,12.09,-0.30,0.00
05/05/2026 00:00,ALCOA_RYNLDS___DRP,24188,12.09,-0.30,0.00
05/05/2026 00:00,ALCOA___DSASP,323711,12.09,-0.30,0.00
05/05/2026 00:00,ALLEGHENY___COGEN,23514,13.51,-0.38,-1.51
05/05/2026 00:00,ALTAMONT_115KV_TB 2,55880,37.27,0.41,-24.48
05/05/2026 00:00,ALTONA_WT_PWR,323606,12.05,-0.33,0.00
05/05/2026 00:00,AMERICAN_REF_FUEL,24010,12.66,-1.23,-1.50
05/05/2026 00:00,ARKWRIGHT___SUMMIT_WT_PWR,323751,12.76,-1.11,-1.49
05/05/2026 00:00,ARTHUR KILL_GT_1,23520,35.04,1.20,-21.45
05/05/2026 00:00,ARTHUR_KILL_2,23512,35.00,1.16,-21.45
05/05/2026 00:00,ARTHUR_KILL_3,23513,34.85,1.02,-21.45
05/05/2026 00:00,ARTHUR_KILL_COGEN,323718,35.04,1.20,-21.45
05/05/2026 00:00,ASHOKAN____,23654,36.03,0.31,-23.33
05/05/2026 00:00,ASTORIA_EAST_ENERGY_CC1,323581,34.99,1.15,-21.45
05/05/2026 00:00,ASTORIA_EAST_ENERGY_CC2,323582,35.00,1.16,-21.45
05/05/2026 00:00,ASTORIA_GT2_1,24094,35.00,1.16,-21.45
05/05/2026 00:00,ASTORIA_GT2_2,24095,35.00,1.16,-21.45
05/05/2026 00:00,ASTORIA_GT2_3,24096,35.00,1.16,-21.45
05/05/2026 00:00,ASTORIA_GT2_4,24097,35.00,1.16,-21.45
05/05/2026 00:00,ASTORIA_GT3_1,24098,35.00,1.16,-21.45
05/05/2026 00:00,ASTORIA_GT3_2,24099,35.00,1.16,-21.45
05/05/2026 00:00,ASTORIA_GT3_3,24100,35.00,1.16,-21.45
05/05/2026 00:00,ASTORIA_GT3_4,24101,35.00,1.16,-21.45
05/05/2026 00:00,ASTORIA_GT4_1,24102,35.00,1.16,-21.45
05/05/2026 00:00,ASTORIA_GT4_2,24103,35.00,1.16,-21.45
05/05/2026 00:00,ASTORIA_GT4_3,24104,35.00,1.16,-21.45
05/05/2026 00:00,ASTORIA_GT4_4,24105,35.00,1.16,-21.45
05/05/2026 00:00,ASTORIA_GT_1,23523,35.01,1.18,-21.45
05/05/2026 00:00,ASTORIA_GT_10,24110,34.91,1.08,-21.45
05/05/2026 00:00,ASTORIA_GT_11,24225,34.91,1.08,-21.45
05/05/2026 00:00,ASTORIA_GT_12,24226,34.91,1.08,-21.45
05/05/2026 00:00,ASTORIA_GT_13,24227,34.91,1.08,-21.45
05/05/2026 00:00,ASTORIA_GT_5,24106,35.01,1.18,-21.45
05/05/2026 00:00,ASTORIA_GT_7,24107,35.01,1.18,-21.45
05/05/2026 00:00,ASTORIA_GT_8,24108,35.01,1.18,-21.45
05/05/2026 00:00,ASTORIA___2,24149,35.00,1.16,-21.45
05/05/2026 00:00,ASTORIA___3,23516,34.91,1.08,-21.45
05/05/2026 00:00,ASTORIA___4,23517,34.91,1.08,-21.45
05/05/2026 00:00,ASTORIA___5,23518,34.91,1.08,-21.45
05/05/2026 00:00,AST_ENERGY_2_CC3,323677,34.86,1.03,-21.45
05/05/2026 00:00,AST_ENERGY_2_CC4,323678,34.86,1.03,-21.45
05/05/2026 00:00,ATHENS_STG_1,23668,35.63,0.57,-22.68
05/05/2026 00:00,ATHENS_STG_2,23670,35.63,0.57,-22.68
05/05/2026 00:00,ATHENS_STG_3,23677,35.63,0.57,-22.68
05/05/2026 00:00,AUBURN___LFGE,323710,14.70,0.00,-2.31
05/05/2026 00:00,BABYLON_RES_REC,323704,49.25,1.21,-35.65
05/05/2026 00:00,BALL_HILL_WT_PWR,323825,12.94,-0.94,-1.49
05/05/2026 00:00,BARON_WINDS___WT_PWR,323822,12.97,-0.85,-1.44
05/05/2026 00:00,BARRETT_IC_1,23704,49.19,1.15,-35.65
05/05/2026 00:00,BARRETT_IC_10,23701,49.19,1.15,-35.65
05/05/2026 00:00,BARRETT_IC_11,23702,49.19,1.15,-35.65
05/05/2026 00:00,BARRETT_IC_12,23703,49.19,1.15,-35.65
05/05/2026 00:00,BARRETT_IC_2,23705,49.19,1.15,-35.65
05/05/2026 00:00,BARRETT_IC_3,23706,49.19,1.15,-35.65
05/05/2026 00:00,BARRETT_IC_4,23707,49.19,1.15,-35.65
05/05/2026 00:00,BARRETT_IC_5,23708,49.19,1.15,-35.65
05/05/2026 00:00,BARRETT_IC_6,23709,49.19,1.15,-35.65
05/05/2026 00:00,BARRETT_IC_7,23710,49.19,1.15,-35.65
05/05/2026 00:00,BARRETT_IC_8,23711,49.19,1.15,-35.65
05/05/2026 00:00,BARRETT_IC_9,23700,49.19,1.15,-35.65
05/05/2026 00:00,BARRETT___1,23545,49.19,1.15,-35.65
05/05/2026 00:00,BARRETT___2,23546,49.19,1.15,-35.65
05/05/2026 00:00,BATAVIA__115KV_TB1,55881,13.10,-0.79,-1.51
05/05/2026 00:00,BAYONEEC___CTG1,323682,34.87,1.04,-21.45
05/05/2026 00:00,BAYONEEC___CTG10,323750,34.87,1.04,-21.45
05/05/2026 00:00,BAYONEEC___CTG2,323683,34.87,1.04,-21.45
05/05/2026 00:00,BAYONEEC___CTG3,323684,34.87,1.04,-21.45
05/05/2026 00:00,BAYONEEC___CTG4,323685,34.87,1.04,-21.45
05/05/2026 00:00,BAYONEEC___CTG5,323686,34.87,1.04,-21.45
05/05/2026 00:00,BAYONEEC___CTG6,323687,34.87,1.04,-21.45
05/05/2026 00:00,BAYONEEC___CTG7,323688,34.87,1.04,-21.45
05/05/2026 00:00,BAYONEEC___CTG8,323689,34.87,1.04,-21.45
05/05/2026 00:00,BAYONEEC___CTG9,323749,34.87,1.04,-21.45
05/05/2026 00:00,BAYPORT_69_KV_BK 2,356364,49.35,1.31,-35.65
05/05/2026 00:00,BEACON___LESR,323632,37.37,0.47,-24.51
05/05/2026 00:00,BEAVER RIVER___HYD,24048,12.92,-0.48,-1.01
05/05/2026 00:00,BEEBEE_GT_13,23619,13.38,-0.54,-1.54
05/05/2026 00:00,BENSHRST_27_KV_BENSHRST_1,355998,35.03,1.19,-21.45
05/05/2026 00:00,BETHLEHEM___GRP,23843,37.20,0.30,-24.52
05/05/2026 00:00,BETHLEHEM___GS1,323560,37.20,0.30,-24.52
05/05/2026 00:00,BETHLEHEM___GS2,323561,37.20,0.30,-24.52
05/05/2026 00:00,BETHLEHEM___GS3,323562,37.20,0.30,-24.52
05/05/2026 00:00,BETHLEHEM___STEEL,23779,12.93,-0.94,-1.49
05/05/2026 00:00,BETHLHEM_115KV_TB1,79974,37.21,0.32,-24.50
05/05/2026 00:00,BETHPAGE_CC_5,323564,49.27,1.23,-35.65
05/05/2026 00:00,BIGTREE_115_KV_TB2_REV_LBMP_A,345034,12.96,-0.92,-1.49
05/05/2026 00:00,BINGHAMTON___COGEN,23790,21.46,0.16,-8.91
05/05/2026 00:00,BIXINCNT_115KV_LOAD,355685,12.72,-1.15,-1.49
05/05/2026 00:00,BLACK RIVER___HYD,24047,13.45,-0.25,-1.31
05/05/2026 00:00,BLACKRVR_115KV_TB2,79977,13.45,-0.25,-1.31
05/05/2026 00:00,BLISS_WT_PWR,323608,12.60,-1.28,-1.49
05/05/2026 00:00,BLUESTONE___WT_PWR,323821,21.33,0.25,-8.69
05/05/2026 00:00,BLUE_CIRC_CHEM_DRP,24182,37.13,0.45,-24.30
05/05/2026 00:00,BOC_GAS_DRP,24189,37.16,0.38,-24.39
05/05/2026 00:00,BOONVLLE_115KV_TB1,79983,13.29,-0.07,-0.97
05/05/2026 00:00,BORALEX_4TH_BRANCH,23824,37.79,0.77,-24.64
05/05/2026 00:00,BOWLINE___1,23526,34.40,0.90,-21.11
05/05/2026 00:00,BOWLINE___2,23595,34.40,0.90,-21.11
05/05/2026 00:00,BRADY____115KV_TB2,356060,12.06,-0.32,0.00
05/05/2026 00:00,BRANSCOMB___SOLAR,323811,38.17,0.71,-25.07
05/05/2026 00:00,BRDGHMPT_69_KV_BK1,55812,49.09,1.05,-35.65
05/05/2026 00:00,BRENTWOD_69_KV_W. BRTWOOD,56703,49.29,1.25,-35.65
05/05/2026 00:00,BRISTLHL_115KV_TB1,79998,14.04,-0.20,-1.86
05/05/2026 00:00,BROOKHAVEN___DRP,24191,49.23,1.19,-35.65
05/05/2026 00:00,BROOKLYN_NAVY_YARD,23515,34.85,1.02,-21.45
05/05/2026 00:00,BROOKLYN___ARMY_DRP,323595,34.98,1.14,-21.45
05/05/2026 00:00,BROOME_2_LFGE,323671,21.46,0.16,-8.91
05/05/2026 00:00,BROOME___LFGE,323600,21.46,0.16,-8.91
05/05/2026 00:00,BROWNFLS_115KV_TB 3_5,80003,12.50,-0.62,-0.73
05/05/2026 00:00,BROWNSV1_27_KV_LOAD,356125,34.95,1.11,-21.45
05/05/2026 00:00,BURROWS___LYONSDAL,23803,13.17,-0.20,-0.98
05/05/2026 00:00,CAITHNESS_CC_1,323624,49.20,1.16,-35.65
05/05/2026 00:00,CALPINE BETH_PAGE_GT4,24209,49.28,1.24,-35.65
05/05/2026 00:00,CALPINE_BETH_PAGE_GT_4,323586,49.28,1.24,-35.65
05/05/2026 00:00,CALPINE_BP_GT1,23823,49.28,1.24,-35.65
05/05/2026 00:00,CALSPAN___DRP,24200,12.93,-0.94,-1.49
05/05/2026 00:00,CALVERTON___SOLAR,323806,49.23,1.19,-35.65
05/05/2026 00:00,CANDIGU_WT_PWR,323617,12.97,-0.85,-1.44
05/05/2026 00:00,CARR STREET_E._SYR,24060,14.47,-0.04,-2.12
05/05/2026 00:00,CARTHAGE___PAPER,23857,13.17,-0.41,-1.20
05/05/2026 00:00,CASSADAGA_WT_PWR,323784,12.71,-1.16,-1.49
05/05/2026 00:00,CE_DUNWOOD___DRP,24194,34.78,0.97,-21.43
05/05/2026 00:00,CE_MILLWOOD___DRP,24193,34.72,0.94,-21.39
05/05/2026 00:00,CE_NYC2_DRP,24202,34.90,1.07,-21.45
05/05/2026 00:00,CE_NYC_DRP,24195,34.89,1.05,-21.45
05/05/2026 00:00,CHAFFEE___LFGE,323603,12.97,-0.90,-1.49
05/05/2026 00:00,CHATEAUG_35_KV_LOAD,355732,12.01,-0.37,0.00
05/05/2026 00:00,CHATEAUG_WT_PWR,323614,12.00,-0.38,0.00
05/05/2026 00:00,CHAT_HIGH_FALL_HYD,323578,12.01,-0.37,0.00
05/05/2026 00:00,CHAUTAUQUA___LFGE,323629,12.92,-0.95,-1.49
05/05/2026 00:00,CHERRYST_13_KV_LD,356241,34.91,1.08,-21.45
05/05/2026 00:00,CHESTROR_138KV_BK263,355645,33.97,0.81,-20.78
05/05/2026 00:00,CH_MIDHUDSON___DRP,24192,35.26,0.90,-21.97
05/05/2026 00:00,CH_MISC_IPPS,23765,35.24,0.97,-21.89
05/05/2026 00:00,CH_RES_BVR_FALLS,23983,12.24,-0.15,0.00
05/05/2026 00:00,CH_RES_NIAGARA,23895,12.76,-1.13,-1.50
05/05/2026 00:00,CH_RES_SYRACUSE,23985,14.46,0.01,-2.06
05/05/2026 00:00,CLINTON_WT_PWR,323605,12.00,-0.38,0.00
05/05/2026 00:00,CLINTON___LFGE,323618,12.13,-0.26,0.00
05/05/2026 00:00,COBBLENY_34_KV_TB1,80064,12.97,-0.90,-1.49
05/05/2026 00:00,COFFEEN__115KV_TB3,355620,13.56,-0.16,-1.33
05/05/2026 00:00,COLDSPRG_115KV_BK1,355956,13.09,-0.78,-1.49
05/05/2026 00:00,COLONIE_LFGE__,323577,37.81,0.58,-24.84
05/05/2026 00:00,COOPERNY_115KV_TB1,80082,31.92,0.68,-18.85
05/05/2026 00:00,COPENHAGEN_WT_PWR,323753,13.52,-0.24,-1.37
05/05/2026 00:00,CORNELL____,23752,16.72,0.24,-4.10
05/05/2026 00:00,CORONAAV_69_KV_TB1,355595,49.24,1.20,-35.65
05/05/2026 00:00,CORTLAND_115KV_TB3,80093,16.70,0.20,-4.11
05/05/2026 00:00,COXSACKIE___GT,23611,36.90,0.58,-23.93
05/05/2026 00:00,CPV_VALLEY___CC1,323721,33.20,0.72,-20.09
05/05/2026 00:00,CPV_VALLEY___CC2,323722,33.20,0.72,-20.09
05/05/2026 00:00,CRESCENT___HYD,24018,37.81,0.58,-24.84
05/05/2026 00:00,CRICKET___VALLEY_CC1,323756,35.25,0.83,-22.03
05/05/2026 00:00,CRICKET___VALLEY_CC2,323757,35.25,0.83,-22.03
05/05/2026 00:00,CRICKET___VALLEY_CC3,323758,35.25,0.83,-22.03
05/05/2026 00:00,CRUCIBLE_METL_DRP,24180,14.46,0.01,-2.06
05/05/2026 00:00,DAHOWA___HYDRO,323763,38.24,0.74,-25.11
05/05/2026 00:00,DANC___LFGE,323619,13.75,-0.20,-1.56
05/05/2026 00:00,DANSKAMMER___1,23586,35.24,0.97,-21.89
05/05/2026 00:00,DANSKAMMER___2,23589,35.24,0.97,-21.89
05/05/2026 00:00,DANSKAMMER___3,23590,35.24,0.97,-21.89
05/05/2026 00:00,DANSKAMMER___4,23591,35.24,0.97,-21.89
05/05/2026 00:00,DANSKAMMER___DIESEL,23592,35.24,0.97,-21.89
05/05/2026 00:00,DARBY___SOLAR,323810,38.17,0.71,-25.08
05/05/2026 00:00,DASHVILLE___HYD,23610,35.27,0.71,-22.18
05/05/2026 00:00,DELAWARE___LFGE,323621,23.35,0.51,-10.46
05/05/2026 00:00,DERFIELD_115KV_TB7,355931,12.46,0.07,0.00
05/05/2026 00:00,DOGLEVILLE___HYD,23807,12.13,-0.26,0.00
05/05/2026 00:00,DUNKIRK__115KV_TB_200,55889,12.96,-0.92,-1.49
05/05/2026 00:00,DUNKIRK___1,23563,12.96,-0.92,-1.49
05/05/2026 00:00,DUNKIRK___2,23564,12.96,-0.92,-1.49
05/05/2026 00:00,DUNKIRK___3,23565,12.97,-0.90,-1.49
05/05/2026 00:00,DUNKIRK___4,23566,12.97,-0.90,-1.49
05/05/2026 00:00,DUNWOODS_138_KV_38W08_REV_LBMP_I,345000,34.82,0.99,-21.45
05/05/2026 00:00,E.WALDEN_115_KV_TR_1_REV_LBMP_G,345009,35.20,0.97,-21.84
05/05/2026 00:00,E179THST_138_KV_TB4_REV_LBMP_J,345001,34.96,1.13,-21.45
05/05/2026 00:00,E179THST_13_KV_LOAD,356214,35.01,1.18,-21.45
05/05/2026 00:00,EAST HAMPTON___GT,23717,48.91,0.87,-35.65
05/05/2026 00:00,EAST RIVER___6,23660,34.93,1.10,-21.45
05/05/2026 00:00,EAST RIVER___7,23524,34.93,1.10,-21.45
05/05/2026 00:00,EASTVIEW_138_KV_38W32_REV_LBMP_I,345002,34.78,0.97,-21.43
05/05/2026 00:00,EAST_HAMPTON___DIESEL,23722,48.88,0.84,-35.65
05/05/2026 00:00,EAST_POINT___SOLAR,323840,40.47,0.90,-27.18
05/05/2026 00:00,EAST_PULASKI___ESR,323781,13.99,-0.14,-1.74
05/05/2026 00:00,EAST_RIVER___1,323558,34.88,1.05,-21.45
05/05/2026 00:00,EAST_RIVER___2,323559,34.93,1.10,-21.45
05/05/2026 00:00,EAST___DELAWARE_HYD,23607,34.29,0.94,-20.97
05/05/2026 00:00,EIGHT_POINT___WT_PWR,323820,12.69,-1.21,-1.52
05/05/2026 00:00,ELBRIDGE_115KV_TB2,80188,14.44,-0.06,-2.12
05/05/2026 00:00,ELEC_TRO_TEK,24086,49.19,1.15,-35.65
05/05/2026 00:00,ELLENBURG_WT_PWR,323604,12.00,-0.38,0.00
05/05/2026 00:00,ELM_ST_23_KV_LD_REV_LBMP_A,345012,12.89,-0.99,-1.49
05/05/2026 00:00,EMPIRE_CC_1,323656,36.82,0.56,-23.88
05/05/2026 00:00,EMPIRE_CC_2,323658,36.82,0.56,-23.88
05/05/2026 00:00,ENORWICH_115KV_TB1,80156,20.20,0.46,-7.35
05/05/2026 00:00,ERIE_ST__34_KV_TB1-2,80199,13.06,-0.82,-1.49
05/05/2026 00:00,ERIE_WT_PWR,323693,12.93,-0.95,-1.49
05/05/2026 00:00,ESPRGFLD_115KV_TB1,80157,14.90,0.69,-1.82
05/05/2026 00:00,ETNA_115_KV_TB1_REV_LBMP_C,345029,16.97,0.24,-4.35
05/05/2026 00:00,ETNA_____115KV_TB2,80207,16.97,0.24,-4.35
05/05/2026 00:00,EUCLID___115KV_TB2,356179,14.31,-0.07,-2.00
05/05/2026 00:00,E_CANADA_CAP_HY,24051,41.71,0.82,-28.51
05/05/2026 00:00,E_CANADA_MHWK_HY,24050,12.13,-0.26,0.00
05/05/2026 00:00,E_FISHKILL___LBMP,23776,35.03,0.85,-21.79
05/05/2026 00:00,FALCON___SEABRD_CC1,323796,12.11,-0.27,0.00
05/05/2026 00:00,FALCON___SEABRD_CC2,323797,12.11,-0.27,0.00
05/05/2026 00:00,FAR ROCKAWAY___4,23548,49.33,1.29,-35.65
05/05/2026 00:00,FARRAGUT_138_KV_32071_REV_LBMP_J,345003,34.89,1.05,-21.45
05/05/2026 00:00,FARRAGUT_138_KV_38B01_REV_LBMP_J,345016,34.89,1.05,-21.45
05/05/2026 00:00,FARRAGUT_138_KV_38M12_REV_LBMP_J,345017,34.89,1.05,-21.45
05/05/2026 00:00,FARRAGUT___LBMP,323566,34.87,1.04,-21.45
05/05/2026 00:00,FARRCKWY_69_KV_BK2,55825,49.33,1.29,-35.65
05/05/2026 00:00,FENNER___WINDPWR,24204,15.36,0.20,-2.78
05/05/2026 00:00,FIBERTEK___ENERGY,23856,14.46,0.01,-2.06
05/05/2026 00:00,FITZPATRICK____,23598,13.44,-0.30,-1.35
05/05/2026 00:00,FORGEBRK_115_KV_TR1_2_REV_LBMP_G,345010,35.24,0.98,-21.88
05/05/2026 00:00,FORT ORANGE____,23900,37.25,0.41,-24.46
05/05/2026 00:00,FORT_DRUM_COGEN,23780,13.40,-0.27,-1.29
05/05/2026 00:00,FOX_HILLS___ESR,323835,35.00,1.16,-21.45
05/05/2026 00:00,FPL FAR_ROCK_GT1,24212,49.33,1.29,-35.65
05/05/2026 00:00,FPL FAR_ROCK_GT2,23815,49.33,1.29,-35.65
05/05/2026 00:00,FRANKLIN_FALL_HYD,24054,12.09,-0.30,0.00
05/05/2026 00:00,FREEPORT_EQUS_GT1,23764,49.28,1.24,-35.65
05/05/2026 00:00,FREEPORT___CT2,23818,49.28,1.24,-35.65
05/05/2026 00:00,FRESHKLS_33_KV_LOAD,356253,35.04,1.20,-21.45
05/05/2026 00:00,FULTON COGEN____,23766,14.04,-0.20,-1.86
05/05/2026 00:00,FULTON___LFGE,323630,40.10,0.79,-26.92
05/05/2026 00:00,G.F.CEMENT___DRP,24184,38.39,0.83,-25.18
05/05/2026 00:00,GARDENVILLE___LBMP,24039,12.90,-0.98,-1.49
05/05/2026 00:00,GARDNVLA_35_KV_LD,355827,12.93,-0.94,-1.49
05/05/2026 00:00,GELCKHM__115KV_LOAD,80723,14.25,-0.05,-1.91
05/05/2026 00:00,GENERAL___MILLS,23808,12.93,-0.94,-1.49
05/05/2026 00:00,GE_PLASTICS___DRP,24183,37.16,0.37,-24.40
05/05/2026 00:00,GILBOA___1,23756,33.05,0.47,-20.19
05/05/2026 00:00,GILBOA___2,23757,33.05,0.47,-20.19
05/05/2026 00:00,GILBOA___3,23758,33.05,0.47,-20.19
05/05/2026 00:00,GILBOA___4,23759,33.05,0.47,-20.19
05/05/2026 00:00,GILBOA____,23599,33.05,0.47,-20.19
05/05/2026 00:00,GINNA____,23603,12.92,-1.04,-1.58
05/05/2026 00:00,GLEN PARK____,23778,13.51,-0.20,-1.33
05/05/2026 00:00,GLENDALE_27_KV_LOAD,356172,34.95,1.11,-21.45
05/05/2026 00:00,GLENWOOD_IC_1_G5,23712,49.18,1.14,-35.65
05/05/2026 00:00,GLENWOOD_IC_2_G1,23688,49.10,1.07,-35.65
05/05/2026 00:00,GLENWOOD_IC_3_G1,23689,49.10,1.07,-35.65
05/05/2026 00:00,GLENWOOD___4,23550,49.18,1.14,-35.65
05/05/2026 00:00,GLENWOOD___5,23614,49.18,1.14,-35.65
05/05/2026 00:00,GLOBAL GREEN_PORT_GT1,23814,49.07,1.03,-35.65
05/05/2026 00:00,GLOBE___DSASP,323697,12.74,-1.14,-1.50
05/05/2026 00:00,GOETHSLN___LBMP,323567,34.85,1.02,-21.45
05/05/2026 00:00,GOLAH____69_KV_TB 1_2,80279,13.32,-0.61,-1.54
05/05/2026 00:00,GOODYEAR_LAKE_HYD,323669,20.94,0.58,-7.97
05/05/2026 00:00,GOUDEY_115_KV_TB6_REV_LBMP_C,345031,21.66,0.17,-9.10
05/05/2026 00:00,GOUDEY___7,23579,21.66,0.17,-9.10
05/05/2026 00:00,GOUDEY___8,23580,21.66,0.17,-9.10
05/05/2026 00:00,GOWANUS_GT1_1,24077,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT1_2,24078,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT1_3,24079,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT1_4,24080,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT1_5,24084,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT1_6,24111,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT1_7,24112,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT1_8,24113,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT2_1,24114,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT2_2,24115,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT2_3,24116,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT2_4,24117,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT2_5,24118,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT2_6,24119,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT2_7,24120,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT2_8,24121,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT3_1,24122,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT3_2,24123,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT3_3,24124,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT3_4,24125,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT3_5,24126,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT3_6,24127,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT3_7,24128,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT3_8,24129,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT4_1,24130,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT4_2,24131,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT4_3,24132,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT4_4,24133,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT4_5,24134,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT4_6,24135,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT4_7,24136,34.98,1.14,-21.45
05/05/2026 00:00,GOWANUS_GT4_8,24137,34.98,1.14,-21.45
05/05/2026 00:00,GREENBSH_115KV_TB3,55895,37.26,0.36,-24.51
05/05/2026 00:00,GREENDGE_115KV_TB5,80291,13.62,-0.38,-1.61
05/05/2026 00:00,GREENIDGE___3,23582,13.62,-0.38,-1.61
05/05/2026 00:00,GREENIDGE___4,23583,13.62,-0.38,-1.61
05/05/2026 00:00,GREENLWN_69_KV_BK 3,55738,49.15,1.11,-35.65
05/05/2026 00:00,GREENWD_138_KV_38B11_REV_LBMP_J,345004,34.98,1.14,-21.45
05/05/2026 00:00,GRISSOM___SOLAR,323813,39.79,0.76,-26.65
05/05/2026 00:00,GROVEVILLE___HYD,323602,35.24,0.98,-21.88
05/05/2026 00:00,GRS_LOCK_115KV_LINE_2_SOLVAY,80269,14.46,0.01,-2.06
05/05/2026 00:00,HAMLTNNY_34_KV_TB,80303,14.46,-0.01,-2.08
05/05/2026 00:00,HAMPSHIRE___PAPER_HYD,323593,12.50,-0.62,-0.73
05/05/2026 00:00,HARDSCRABBLE_WT_PWR,323673,12.15,-0.24,0.00
05/05/2026 00:00,HARRIMAN_69_KV_BK771_REV_LBMP_G,345025,34.18,0.89,-20.90
05/05/2026 00:00,HARSNRAD_115KV_TB1,81005,12.78,-1.10,-1.50
05/05/2026 00:00,HARZA MOOSE___RIVER,24016,13.17,-0.20,-0.98
05/05/2026 00:00,HDSNBRDG_115KV_BRDG_TB1,355580,14.49,-0.04,-2.14
05/05/2026 00:00,HELLGATE_13_KV_LD,55870,34.96,1.13,-21.45
05/05/2026 00:00,HELLGT_W_13_KV_BRUCKNER_REV_LBMP_J,345018,34.96,1.13,-21.45
05/05/2026 00:00,HEMPSTEAD____,23647,49.23,1.19,-35.65
05/05/2026 00:00,HICKLING___1,23621,12.96,-0.47,-1.05
05/05/2026 00:00,HICKLING___2,23622,12.96,-0.47,-1.05
05/05/2026 00:00,HIGH FALLS___HY,23754,35.23,1.00,-21.84
05/05/2026 00:00,HIGH_RIVER___SOLAR,323847,38.92,0.58,-25.95
05/05/2026 00:00,HILLBURN___GT,23639,34.34,0.90,-21.05
05/05/2026 00:00,HILLSIDE_115KV_TB1,80332,12.54,-0.56,-0.71
05/05/2026 00:00,HISHELDN_WT_PWR,323625,12.76,-1.10,-1.48
05/05/2026 00:00,HOLTSVILLE_IC_1,23690,49.23,1.19,-35.65
05/05/2026 00:00,HOLTSVILLE_IC_10,23699,49.29,1.25,-35.65
05/05/2026 00:00,HOLTSVILLE_IC_2,23691,49.23,1.19,-35.65
05/05/2026 00:00,HOLTSVILLE_IC_3,23692,49.23,1.19,-35.65
05/05/2026 00:00,HOLTSVILLE_IC_4,23693,49.23,1.19,-35.65
05/05/2026 00:00,HOLTSVILLE_IC_5,23694,49.23,1.19,-35.65
05/05/2026 00:00,HOLTSVILLE_IC_6,23695,49.29,1.25,-35.65
05/05/2026 00:00,HOLTSVILLE_IC_7,23696,49.29,1.25,-35.65
05/05/2026 00:00,HOLTSVILLE_IC_8,23697,49.29,1.25,-35.65
